Event_Year;Event_Name;Runner_Gender;Runner_Age;AG;Running_Time_sec;Running_Time_min;Speed_km_h
2017;Hallwilerseelauf;Male;30;M30;4771;79.52;15.92
2013;Hallwilerseelauf;Male;32;M30;4771;79.52;15.92
2013;Hallwilerseelauf;Male;56;M55;4772;79.53;15.92
2017;Hallwilerseelauf;Male;28;M25;4772;79.53;15.92
2010;Hallwilerseelauf;Male;26;M25;4772;79.53;15.92
2011;Hallwilerseelauf;Male;47;M45;4772;79.53;15.92
2006;Hallwilerseelauf;Male;27;M25;4773;79.55;15.91
2001;Hallwilerseelauf;Male;46;M45;4773;79.55;15.91
2012;Hallwilerseelauf;Male;44;M40;4773;79.55;15.91
2013;Hallwilerseelauf;Male;43;M40;4773;79.55;15.91
2006;Hallwilerseelauf;Male;42;M40;4774;79.57;15.91
2003;Hallwilerseelauf;Male;38;M35;4774;79.57;15.91
2009;Hallwilerseelauf;Male;31;M30;4774;79.57;15.91
2005;Hallwilerseelauf;Male;36;M35;4775;79.58;15.91
2004;Hallwilerseelauf;Male;34;M30;4775;79.58;15.91
2010;Hallwilerseelauf;Male;41;M40;4777;79.62;15.9
2000;Hallwilerseelauf;Male;34;M30;4777;79.62;15.9
2015;Hallwilerseelauf;Male;23;M20;4777;79.62;15.9
2010;Hallwilerseelauf;Male;53;M50;4777;79.62;15.9
2018;Hallwilerseelauf;Male;48;M45;4778;79.63;15.9
2004;Hallwilerseelauf;Male;30;M30;4778;79.63;15.9
2009;Hallwilerseelauf;Male;42;M40;4778;79.63;15.9
2012;Hallwilerseelauf;Male;52;M50;4778;79.63;15.89
2011;Hallwilerseelauf;Male;21;M20;4779;79.65;15.89
2015;Hallwilerseelauf;Male;45;M45;4779;79.65;15.89
2006;Hallwilerseelauf;Male;32;M30;4779;79.65;15.89
2019;Hallwilerseelauf;Male;45;M45;4779;79.65;15.89
2010;Hallwilerseelauf;Male;42;M40;4779;79.65;15.89
2002;Hallwilerseelauf;Male;45;M45;4779;79.65;15.89
2006;Hallwilerseelauf;Male;20;M20;4780;79.67;15.89
1999;Hallwilerseelauf;Male;34;M30;4780;79.67;15.89
2014;Hallwilerseelauf;Male;52;M50;4781;79.68;15.89
2001;Hallwilerseelauf;Male;25;M25;4781;79.68;15.89
2008;Hallwilerseelauf;Male;50;M50;4782;79.7;15.88
2012;Hallwilerseelauf;Male;27;M25;4782;79.7;15.88
2007;Hallwilerseelauf;Male;40;M40;4782;79.7;15.88
2009;Hallwilerseelauf;Male;52;M50;4782;79.7;15.88
2008;Hallwilerseelauf;Male;20;M20;4783;79.72;15.88
2013;Hallwilerseelauf;Male;37;M35;4783;79.72;15.88
2019;Hallwilerseelauf;Male;33;M30;4783;79.72;15.88
2008;Hallwilerseelauf;Male;21;M20;4783;79.72;15.88
2012;Hallwilerseelauf;Male;41;M40;4783;79.72;15.88
2008;Hallwilerseelauf;Male;26;M25;4784;79.73;15.88
2014;Hallwilerseelauf;Male;38;M35;4784;79.73;15.88
2019;Hallwilerseelauf;Male;49;M45;4784;79.73;15.88
2004;Hallwilerseelauf;Male;33;M30;4784;79.73;15.88
2012;Hallwilerseelauf;Male;25;M25;4784;79.73;15.87
2019;Hallwilerseelauf;Male;36;M35;4785;79.75;15.87
2003;Hallwilerseelauf;Male;50;M50;4786;79.77;15.87
2010;Hallwilerseelauf;Male;27;M25;4787;79.78;15.87
2012;Hallwilerseelauf;Male;32;M30;4787;79.78;15.87
2006;Hallwilerseelauf;Male;29;M25;4787;79.78;15.87
2012;Hallwilerseelauf;Male;34;M30;4787;79.78;15.86
2001;Hallwilerseelauf;Male;38;M35;4787;79.78;15.86
2005;Hallwilerseelauf;Male;44;M40;4788;79.8;15.86
1999;Hallwilerseelauf;Male;31;M30;4788;79.8;15.86
2000;Hallwilerseelauf;Male;31;M30;4788;79.8;15.86
2019;Hallwilerseelauf;Male;30;M30;4788;79.8;15.86
2006;Hallwilerseelauf;Male;40;M40;4788;79.8;15.86
2005;Hallwilerseelauf;Male;32;M30;4789;79.82;15.86
2009;Hallwilerseelauf;Male;45;M45;4789;79.82;15.86
2013;Hallwilerseelauf;Male;37;M35;4789;79.82;15.86
2000;Hallwilerseelauf;Male;43;M40;4789;79.82;15.86
2008;Hallwilerseelauf;Male;23;M20;4790;79.83;15.86
2001;Hallwilerseelauf;Male;33;M30;4790;79.83;15.86
2005;Hallwilerseelauf;Male;42;M40;4790;79.83;15.86
2004;Hallwilerseelauf;Male;31;M30;4790;79.83;15.86
2011;Hallwilerseelauf;Male;43;M40;4790;79.83;15.86
2017;Hallwilerseelauf;Male;46;M45;4790;79.83;15.86
2010;Hallwilerseelauf;Male;39;M35;4790;79.83;15.86
2010;Hallwilerseelauf;Male;41;M40;4791;79.85;15.85
2008;Hallwilerseelauf;Male;37;M35;4792;79.87;15.85
2001;Hallwilerseelauf;Male;41;M40;4792;79.87;15.85
2015;Hallwilerseelauf;Male;24;M20;4792;79.87;15.85
2001;Hallwilerseelauf;Male;18;M18;4792;79.87;15.85
1999;Hallwilerseelauf;Male;47;M45;4792;79.87;15.85
2006;Hallwilerseelauf;Male;32;M30;4793;79.88;15.85
2010;Hallwilerseelauf;Male;39;M35;4793;79.88;15.85
2018;Hallwilerseelauf;Male;44;M40;4793;79.88;15.85
2001;Hallwilerseelauf;Male;35;M35;4793;79.88;15.85
2010;Hallwilerseelauf;Male;43;M40;4794;79.9;15.84
